,0
2998,0
2999,0
3000,0
3001,1
3002,1
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,1
3010,0
3011,0
3012,1
3013,1
3014,0
3015,1
3016,0
3017,1
3018,0
3019,0
3020,0
3021,0
3022,0
3023,1
3024,1
3025,1
3026,0
3027,0
3028,0
3029,0
3030,1
3031,0
3032,0
3033,0
3034,0
3035,0
3036,0
3037,1
3038,0
3039,0
3040,1
3041,0
3042,0
3043,0
3044,0
3045,1
3046,0
3047,0
3048,0
3049,0
3050,0
3051,1
3052,1
3053,0
3054,1
3055,0
3056,0
3057,1
3058,1
3059,0
3060,0
3061,0
3062,0
3063,0
3064,0
3065,0
3066,0
3067,1
3068,0
3069,0
3070,1
3071,1
3072,1
3073,0
3074,0
3075,1
3076,0
3077,0
3078,1
3079,0
3080,0
3081,0
3082,0
3083,1
3084,1
3085,0
3086,0
3087,1
3088,1
3089,0
3090,1
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,1
3106,0
3107,1
3108,0
3109,0
3110,0
3111,0
3112,0
3113,1
3114,0
3115,0
3116,1
3117,1
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,1
3126,1
3127,0
3128,0
3129,0
3130,0
3131,0
3132,0
3133,0
3134,1
3135,1
3136,0
3137,1
3138,1
3139,1
3140,0
3141,0
3142,0
3143,1
3144,1
3145,0
3146,0
3147,0
3148,0
3149,1
3150,0
3151,0
3152,0
3153,0
3154,1
3155,0
3156,0
3157,0
3158,1
3159,0
3160,0
3161,0
3162,1
3163,0
3164,0
3165,1
3166,1
3167,0
3168,1
3169,0
3170,0
3171,1
3172,0
3173,0
3174,1
3175,0
3176,1
3177,0
3178,0
3179,0
3180,0
3181,1
3182,0
3183,0
3184,0
3185,0
3186,0
3187,0
3188,0
3189,0
3190,0
3191,1
3192,1
3193,0
3194,0
3195,0
3196,0
3197,0
3198,1
3199,0
3200,0
3201,0
3202,0
3203,0
3204,0
3205,1
3206,1
3207,0
3208,0
3209,1
3210,0
3211,1
3212,0
3213,0
3214,1
3215,0
3216,0
3217,1
3218,0
3219,1
3220,0
3221,0
3222,0
3223,0
3224,0
3225,1
3226,1
3227,0
3228,0
3229,1
3230,0
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3237,1
3238,1
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0
3248,0
3249,0
3250,0
3251,0
3252,1
3253,0
3254,0
3255,1
3256,0
3257,0
3258,1
3259,0
3260,0
3261,1
3262,0
3263,1
3264,0
3265,0
3266,0
3267,1
3268,1
3269,0
3270,1
3271,0
3272,0
3273,1
3274,0
3275,0
3276,0
3277,1
3278,0
3279,0
3280,0
3281,0
3282,1
3283,0
3284,0
3285,1
3286,1
3287,0
3288,1
3289,0
3290,0
3291,0
3292,0
3293,0
3294,0
3295,1
3296,1
3297,0
3298,0
3299,1
3300,1
3301,0
3302,1
3303,0
3304,1
3305,0
3306,0
3307,0
3308,0
3309,0
3310,0
3311,1
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,0
3326,0
3327,1
3328,1
3329,0
3330,0
3331,1
3332,0
3333,0
3334,0
3335,0
3336,1
3337,0
3338,0
3339,0
3340,0
3341,1
3342,1
3343,1
3344,1
3345,0
3346,1
3347,1
3348,0
3349,0
3350,0
3351,1
3352,1
3353,0
3354,0
3355,0
3356,0
3357,1
3358,1
3359,0
3360,1
3361,1
3362,0
3363,0
3364,0
3365,1
3366,0
3367,1
3368,1
3369,1
3370,0
3371,1
3372,0
3373,0
3374,0
3375,1
3376,1
3377,0
3378,1
3379,1
3380,0
3381,0
3382,1
3383,1
3384,0
3385,1
3386,1
3387,0
3388,1
3389,0
3390,0
3391,0
3392,0
3393,0
3394,0
3395,1
3396,0
3397,0
3398,0
3399,0
3400,0
3401,0
3402,0
3403,1
3404,0
3405,0
3406,0
3407,1
3408,0
3409,0
3410,1
3411,0
3412,0
3413,1
3414,0
3415,0
3416,1
3417,0
3418,1
3419,0
3420,0
3421,1
3422,0
3423,0
3424,0
3425,1
3426,1
3427,0
3428,0
3429,0
3430,0
3431,1
3432,0
3433,1
3434,0
3435,1
3436,0
3437,0
3438,1
3439,1
3440,1
3441,0
3442,0
3443,0
3444,0
3445,0
3446,1
3447,1
3448,0
3449,0
3450,1
3451,0
3452,0
3453,0
3454,1
3455,0
3456,1
3457,0
3458,0
3459,1
3460,1
3461,0
3462,0
3463,0
3464,0
3465,0
3466,0
3467,0
3468,1
3469,0
3470,1
3471,0
3472,0
3473,0
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,1
3484,1
3485,0
3486,1
3487,0
3488,1
3489,0
3490,1
3491,1
3492,0
3493,0
3494,0
3495,0
3496,1
3497,1
3498,0
3499,0
3500,0
3501,0
3502,1
3503,0
3504,1
3505,1
3506,0
3507,0
3508,0
3509,1
3510,0
3511,0
3512,0
3513,0
3514,1
3515,0
3516,1
3517,1
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,1
3528,1
3529,1
3530,1
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,1
3539,1
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,1
3549,1
3550,1
3551,0
3552,1
3553,1
3554,0
3555,1
3556,0
3557,1
3558,0
3559,1
3560,0
3561,0
3562,0
3563,0
3564,1
3565,1
3566,1
3567,0
3568,0
3569,0
3570,0
3571,1
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,1
3580,1
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,0
3588,1
3589,0
3590,0
3591,1
3592,0
3593,0
3594,0
3595,1
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,1
3604,0
3605,0
3606,0
3607,0
3608,1
3609,1
3610,0
3611,0
3612,0
3613,0
3614,0
3615,1
3616,0
3617,0
3618,1
3619,1
3620,0
3621,0
3622,0
3623,1
3624,0
3625,0
3626,1
3627,0
3628,0
3629,0
3630,0
3631,0
3632,1
3633,0
3634,0
3635,0
3636,0
3637,1
3638,0
3639,1
3640,0
3641,0
3642,1
3643,0
3644,1
3645,0
3646,0
3647,1
3648,0
3649,0
3650,0
3651,0
3652,0
3653,1
3654,0
3655,0
3656,0
3657,0
3658,1
3659,1
3660,0
3661,0
3662,0
3663,1
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,1
3671,1
3672,0
3673,0
3674,0
3675,0
3676,0
3677,1
3678,1
3679,1
3680,0
3681,0
3682,1
3683,0
3684,1
3685,0
3686,0
3687,0
3688,1
3689,0
3690,0
3691,0
3692,0
3693,0
3694,0
3695,1
3696,0
3697,1
3698,1
3699,1
3700,0
3701,0
3702,1
3703,0
3704,0
3705,0
3706,0
3707,1
3708,0
3709,0
3710,0
3711,1
3712,0
3713,0
3714,1
3715,1
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,1
3724,0
3725,0
3726,0
3727,1
3728,0
3729,1
3730,1
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,0
3742,1
3743,1
3744,0
3745,1
3746,1
3747,1
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,1
3758,1
3759,1
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,1
3768,0
3769,1
3770,0
3771,1
3772,1
3773,0
3774,0
3775,0
3776,1
3777,1
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,1
3785,0
3786,0
3787,1
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,1
3796,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,1
3803,0
3804,1
3805,0
3806,0
3807,1
3808,0
3809,0
3810,1
3811,0
3812,0
3813,0
3814,1
3815,0
3816,0
3817,0
3818,0
3819,1
3820,0
3821,0
3822,1
3823,1
3824,0
3825,0
3826,1
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,1
3834,0
3835,0
3836,0
3837,1
3838,0
3839,0
3840,0
3841,1
3842,1
3843,1
3844,0
3845,1
3846,0
3847,0
3848,0
3849,0
3850,0
3851,1
3852,0
3853,1
3854,0
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,1
3870,0
3871,0
3872,0
3873,0
3874,1
3875,0
3876,0
3877,0
3878,1
3879,1
3880,1
3881,1
3882,0
3883,0
3884,0
3885,1
3886,1
3887,1
3888,0
3889,0
3890,1
3891,1
3892,1
3893,1
3894,0
3895,0
3896,0
3897,1
3898,1
3899,1
3900,1
3901,0
3902,0
3903,1
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,1
3911,0
3912,0
3913,1
3914,0
3915,0
3916,0
3917,0
3918,0
3919,0
3920,0
3921,1
3922,0
3923,0
3924,1
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,1
3932,0
3933,0
3934,0
3935,1
3936,0
3937,1
3938,0
3939,1
3940,0
3941,0
3942,0
3943,1
3944,1
3945,0
3946,0
3947,0
3948,0
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,1
3957,0
3958,0
3959,0
3960,1
3961,1
3962,0
3963,0
3964,0
3965,1
3966,0
3967,1
3968,0
3969,0
3970,0
3971,1
3972,0
3973,0
3974,0
3975,1
3976,0
3977,1
3978,0
3979,1
3980,0
3981,0
3982,1
3983,0
3984,0
3985,0
3986,0
3987,1
3988,1
3989,0
3990,1
3991,1
3992,0
3993,0
3994,1
3995,0
3996,0
3997,0
3998,0
3999,0
4000,1
4001,0
4002,0
4003,0
4004,1
4005,1
4006,1
4007,1
4008,1
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,1
4016,1
4017,1
4018,0
4019,0
4020,1
4021,0
4022,0
4023,0
4024,0
4025,1
4026,0
4027,0
4028,0
4029,0
4030,0
4031,0
4032,1
4033,0
4034,1
4035,0
4036,0
4037,1
4038,0
4039,1
4040,0
4041,0
4042,0
4043,0
4044,1
4045,0
4046,0
4047,1
4048,1
4049,0
4050,1
4051,0
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,1
4060,0
4061,0
4062,0
4063,0
4064,0
4065,0
4066,1
4067,0
4068,1
4069,1
4070,1
4071,0
4072,1
4073,0
4074,0
4075,1
4076,0
4077,0
4078,0
4079,1
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,0
4090,0
4091,0
4092,0
4093,0
4094,1
4095,0
4096,0
4097,1
4098,0
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,0
4114,0
4115,0
4116,0
4117,1
4118,0
4119,1
4120,1
4121,0
4122,1
4123,1
4124,1
4125,0
4126,0
4127,1
4128,1
4129,0
4130,1
4131,0
4132,1
4133,0
4134,1
4135,1
4136,1
4137,0
4138,0
4139,1
4140,0
4141,0
4142,0
4143,1
4144,1
4145,0
4146,0
4147,0
4148,0
4149,0
4150,1
4151,0
4152,1
4153,0
4154,0
4155,0
4156,0
4157,1
4158,0
4159,0
4160,0
4161,1
4162,0
4163,0
4164,0
4165,0
4166,1
4167,0
4168,0
4169,0
4170,0
4171,1
4172,0
4173,1
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,1
4181,1
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,0
4189,1
4190,0
4191,0
4192,0
4193,0
4194,0
4195,0
4196,0
4197,0
4198,1
4199,1
4200,0
4201,0
4202,0
4203,1
4204,0
4205,0
4206,0
4207,0
4208,1
4209,1
4210,0
4211,1
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,0
4219,0
4220,1
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,0
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,0
4239,1
4240,0
4241,0
4242,0
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,1
4253,0
4254,0
4255,0
4256,0
4257,1
4258,0
4259,1
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,1
4267,0
4268,1
4269,0
4270,0
4271,1
4272,0
4273,0
4274,1
4275,0
4276,0
4277,0
4278,0
4279,0
4280,0
4281,0
4282,0
4283,0
4284,0
4285,1
4286,1
4287,0
4288,0
4289,0
4290,0
4291,1
4292,1
4293,0
4294,0
4295,1
4296,0
4297,0
4298,0
4299,0
4300,1
4301,0
4302,0
4303,0
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,0
4316,0
4317,0
4318,0
4319,0
4320,0
4321,1
4322,0
4323,0
4324,0
4325,1
4326,0
4327,0
4328,1
4329,0
4330,1
4331,0
4332,0
4333,0
4334,1
4335,0
4336,0
4337,0
4338,1
4339,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,1
4351,1
4352,0
4353,0
4354,1
4355,1
4356,1
4357,0
4358,0
4359,0
4360,0
4361,1
4362,0
4363,0
4364,0
4365,0
4366,1
4367,1
4368,0
4369,0
4370,0
4371,0
4372,1
4373,0
4374,1
4375,0
4376,0
4377,1
4378,0
4379,1
4380,0
4381,0
4382,0
4383,0
4384,0
4385,0
4386,0
4387,0
4388,0
4389,0
4390,0
4391,1
4392,0
4393,0
4394,0
4395,1
4396,0
4397,0
4398,0
4399,1
4400,0
4401,1
4402,0
4403,0
4404,0
4405,0
4406,1
4407,0
4408,0
4409,0
4410,1
4411,0
4412,0
4413,1
4414,0
4415,0
4416,1
4417,0
4418,0
4419,0
4420,1
4421,0
4422,1
4423,0
4424,0
4425,0
4426,0
4427,1
4428,1
4429,0
4430,0
4431,1
4432,0
4433,1
4434,0
4435,0
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,1
4444,1
4445,0
4446,0
4447,0
4448,0
4449,0
4450,0
4451,1
4452,1
4453,1
4454,0
4455,0
4456,0
4457,0
4458,0
4459,0
4460,1
4461,0
4462,1
4463,0
4464,0
4465,0
4466,1
4467,0
4468,0
4469,0
4470,0
4471,1
4472,0
4473,0
4474,0
4475,0
4476,1
4477,0
4478,1
4479,0
4480,0
4481,1
4482,0
4483,1
4484,0
4485,0
4486,0
4487,1
4488,1
4489,0
4490,1
4491,0
4492,1
4493,0
4494,1
4495,1
4496,0
4497,1
4498,1
4499,0
4500,1
4501,0
4502,1
4503,1
4504,0
4505,1
4506,0
4507,0
4508,1
4509,1
4510,0
4511,1
4512,1
4513,1
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,0
4522,0
4523,1
4524,0
4525,0
4526,0
4527,0
4528,0
4529,1
4530,0
4531,1
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,1
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,1
4548,0
4549,0
4550,1
4551,0
4552,0
4553,1
4554,0
4555,0
4556,0
4557,0
4558,1
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,1
4566,1
4567,0
4568,0
4569,0
4570,1
4571,1
4572,0
4573,1
4574,0
4575,0
4576,1
4577,0
4578,0
4579,0
4580,0
4581,1
4582,1
4583,0
4584,0
4585,1
4586,1
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,1
4598,0
4599,0
4600,1
4601,1
4602,1
4603,0
4604,0
4605,1
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,1
4613,0
4614,0
4615,0
4616,1
4617,1
4618,0
4619,0
4620,1
4621,0
4622,0
4623,0
4624,0
4625,1
4626,1
4627,0
4628,0
4629,1
4630,0
4631,0
4632,0
4633,1
4634,0
4635,0
4636,0
4637,1
4638,0
4639,0
4640,0
4641,1
4642,0
4643,0
4644,0
4645,0
4646,0
4647,1
4648,1
4649,1
4650,0
4651,0
4652,0
4653,0
4654,0
4655,0
4656,0
4657,1
4658,0
4659,0
4660,0
4661,1
4662,0
4663,0
4664,0
4665,1
4666,1
4667,0
4668,0
4669,1
4670,1
4671,1
4672,0
4673,0
4674,0
4675,0
4676,0
4677,1
4678,0
4679,0
4680,0
4681,1
4682,1
4683,1
4684,1
4685,1
4686,0
4687,0
4688,0
4689,0
4690,1
4691,0
4692,0
4693,0
4694,1
4695,0
4696,0
4697,0
4698,0
4699,0
4700,0
4701,0
4702,0
4703,0
4704,1
4705,0
4706,1
4707,0
4708,0
4709,0
4710,1
4711,0
4712,0
4713,0
4714,0
4715,1
4716,0
4717,0
4718,0
4719,0
4720,1
4721,0
4722,1
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,1
4731,1
4732,0
4733,0
4734,0
4735,0
4736,0
4737,0
4738,1
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,0
4747,0
4748,1
4749,0
4750,1
4751,0
4752,1
4753,0
4754,1
4755,1
4756,0
4757,0
4758,0
4759,1
4760,1
4761,0
4762,1
4763,1
4764,0
4765,0
4766,0
4767,0
4768,0
4769,1
4770,0
4771,0
4772,0
4773,0
4774,0
4775,1
4776,0
4777,0
4778,0
4779,1
4780,0
4781,0
4782,0
4783,1
4784,1
4785,1
4786,0
4787,1
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,0
4796,0
4797,1
4798,0
4799,0
4800,0
4801,1
4802,1
4803,1
4804,1
4805,0
4806,0
4807,0
4808,0
4809,0
4810,1
4811,0
4812,0
4813,0
4814,0
4815,0
4816,1
4817,1
4818,1
4819,0
4820,0
4821,1
4822,1
4823,0
4824,0
4825,0
4826,1
4827,1
4828,1
4829,1
4830,1
4831,0
4832,0
4833,0
4834,0
4835,0
4836,1
4837,1
4838,1
4839,0
4840,1
4841,0
4842,1
4843,0
4844,0
4845,1
4846,0
4847,0
4848,0
4849,1
4850,0
4851,0
4852,1
4853,0
4854,0
4855,0
4856,1
4857,0
4858,1
4859,1
4860,0
4861,0
4862,0
4863,1
4864,0
4865,1
4866,0
4867,1
4868,0
4869,0
4870,1
4871,0
4872,0
4873,1
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,1
4881,1
4882,0
4883,1
4884,1
4885,0
4886,0
4887,1
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,1
4898,1
4899,0
4900,1
4901,0
4902,1
4903,1
4904,0
4905,0
4906,0
4907,0
4908,0
4909,1
4910,0
4911,1
4912,0
4913,0
4914,1
4915,0
4916,0
4917,1
4918,0
4919,1
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,1
4927,0
4928,1
4929,0
4930,0
4931,0
4932,0
4933,0
4934,1
4935,1
4936,0
4937,0
4938,0
4939,0
4940,0
4941,0
4942,0
4943,1
4944,0
4945,0
4946,1
4947,0
4948,1
4949,0
4950,0
4951,0
4952,0
4953,0
4954,1
4955,0
4956,0
4957,1
4958,0
4959,1
4960,1
4961,1
4962,1
4963,1
4964,1
4965,0
4966,1
4967,0
4968,0
4969,0
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,1
4982,0
4983,1
4984,1
4985,0
4986,0
4987,0
4988,0
4989,0
4990,1
4991,0
4992,0
4993,1
4994,0
4995,1
4996,0
4997,1
4998,0
4999,0
5000,0
5001,0
5002,0
5003,0
5004,1
5005,1
5006,0
5007,0
5008,0
5009,1
5010,0
5011,1
5012,0
5013,0
5014,0
5015,1
5016,0
5017,0
5018,0
5019,1
5020,0
5021,0
5022,1
5023,1
5024,0
5025,0
5026,1
5027,0
5028,1
5029,1
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,0
5037,1
5038,0
5039,0
5040,1
5041,1
5042,0
5043,1
5044,1
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,1
5052,0
5053,0
5054,1
5055,0
5056,0
5057,0
5058,0
5059,1
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,1
5067,1
5068,0
5069,0
5070,0
5071,0
5072,1
5073,1
5074,0
5075,1
5076,1
5077,0
5078,0
5079,0
5080,1
5081,1
5082,1
5083,0
5084,1
5085,0
5086,0
5087,1
5088,1
5089,0
5090,1
5091,1
5092,0
5093,0
5094,0
5095,0
5096,1
5097,1
5098,0
5099,0
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,0
5107,0
5108,1
5109,0
5110,1
5111,0
5112,0
5113,1
5114,1
5115,1
5116,0
5117,1
5118,0
5119,0
5120,0
5121,0
5122,0
5123,0
5124,0
5125,1
5126,0
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,1
5142,1
5143,1
5144,0
5145,0
5146,1
5147,1
5148,0
5149,0
5150,0
5151,1
5152,0
5153,1
5154,0
5155,0
5156,1
5157,1
5158,1
5159,0
5160,0
5161,1
5162,1
5163,0
5164,0
5165,0
5166,1
5167,1
5168,0
5169,0
5170,0
5171,0
5172,1
5173,0
5174,1
5175,0
5176,1
5177,0
5178,0
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,1
5186,1
5187,1
5188,0
5189,1
5190,0
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,1
5199,1
5200,1
5201,1
5202,1
5203,1
5204,1
5205,1
5206,1
5207,1
5208,0
5209,0
5210,0
5211,0
5212,1
5213,0
5214,0
5215,0
5216,0
5217,0
5218,0
5219,0
5220,0
5221,0
5222,0
5223,1
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,1
5233,1
5234,1
5235,0
5236,0
5237,0
5238,0
5239,1
5240,1
5241,1
5242,0
5243,0
5244,0
5245,0
5246,1
5247,0
5248,0
5249,1
5250,1
5251,0
5252,0
5253,1
5254,0
5255,1
5256,1
5257,1
5258,0
5259,0
5260,0
5261,1
5262,1
5263,0
5264,0
5265,1
5266,1
5267,1
5268,1
5269,0
5270,0
5271,0
5272,0
5273,1
5274,1
5275,1
5276,1
5277,0
5278,1
5279,0
5280,1
5281,0
5282,1
5283,0
5284,1
5285,0
5286,1
5287,0
5288,0
5289,0
5290,0
5291,0
5292,0
5293,0
5294,0
5295,0
5296,1
5297,1
5298,0
5299,0
5300,0
5301,1
5302,0
5303,0
5304,0
5305,1
5306,1
5307,0
5308,0
5309,0
5310,1
5311,1
5312,0
5313,0
5314,0
5315,1
5316,1
5317,1
5318,0
5319,1
5320,1
5321,0
5322,0
5323,1
5324,1
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,1
5335,0
5336,0
5337,0
5338,0
5339,0
5340,0
5341,0
5342,1
5343,0
5344,0
5345,0
5346,0
5347,1
5348,0
5349,1
5350,0
5351,1
5352,1
5353,1
5354,0
5355,0
5356,0
5357,1
5358,1
5359,1
5360,0
5361,1
5362,0
5363,0
5364,0
5365,0
5366,0
5367,0
5368,0
5369,0
5370,0
5371,0
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,1
5379,0
5380,0
5381,1
5382,0
5383,0
5384,0
5385,0
5386,1
5387,1
5388,0
5389,0
5390,0
5391,0
5392,0
5393,0
5394,0
5395,1
5396,0
5397,0
5398,0
5399,0
5400,1
5401,1
5402,1
5403,1
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,0
5419,0
5420,1
5421,1
5422,1
5423,0
5424,0
5425,0
5426,1
5427,1
5428,0
5429,1
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,0
5438,1
5439,0
5440,0
5441,1
5442,0
5443,0
5444,0
5445,1
5446,0
5447,0
5448,1
5449,1
5450,0
5451,0
5452,1
5453,1
5454,0
5455,0
5456,0
5457,0
5458,0
5459,0
5460,0
5461,1
5462,0
5463,1
5464,0
5465,0
5466,1
5467,1
5468,0
5469,1
5470,1
5471,0
5472,1
5473,1
5474,1
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,1
5482,0
5483,0
5484,1
5485,1
5486,0
5487,0
5488,0
5489,1
5490,1
5491,0
5492,0
5493,0
5494,1
5495,0
5496,0
5497,0
5498,0
5499,1
5500,0
5501,0
5502,0
5503,1
5504,0
5505,0
5506,1
5507,0
5508,1
5509,1
5510,1
5511,0
5512,1
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,1
5522,1
5523,0
5524,0
5525,1
5526,0
5527,1
5528,0
5529,1
5530,0
5531,0
5532,1
5533,0
5534,1
5535,1
5536,1
5537,0
5538,0
5539,0
5540,1
5541,0
5542,1
5543,1
5544,0
5545,0
5546,0
5547,1
5548,0
5549,0
5550,1
5551,1
5552,1
5553,1
5554,0
5555,0
5556,1
5557,0
5558,1
5559,0
5560,1
5561,0
5562,1
5563,0
5564,1
5565,0
5566,1
5567,0
5568,0
5569,1
5570,0
5571,1
5572,0
5573,0
5574,1
5575,0
5576,1
5577,0
5578,0
5579,0
5580,1
5581,0
5582,0
5583,0
5584,1
5585,0
5586,0
5587,0
5588,0
5589,0
5590,1
5591,0
5592,0
5593,0
5594,0
5595,1
5596,0
5597,0
5598,0
5599,1
5600,0
5601,1
5602,0
5603,1
5604,1
5605,1
5606,0
5607,0
5608,0
5609,0
5610,1
5611,0
5612,1
5613,0
5614,0
5615,0
5616,1
5617,0
5618,0
5619,0
5620,0
5621,1
5622,0
5623,1
5624,0
5625,0
5626,1
5627,0
5628,0
5629,0
5630,0
5631,1
5632,0
5633,0
5634,0
5635,0
5636,0
5637,1
5638,0
5639,0
5640,0
5641,1
5642,0
5643,0
5644,0
5645,1
5646,1
5647,0
5648,0
5649,1
5650,0
5651,0
5652,0
5653,0
5654,0
5655,1
5656,0
5657,0
5658,1
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,1
5679,0
5680,0
5681,1
5682,0
5683,0
5684,0
5685,0
5686,1
5687,0
5688,0
5689,0
5690,1
5691,1
5692,0
5693,0
5694,0
5695,0
5696,1
5697,0
5698,0
5699,1
5700,0
5701,0
5702,0
5703,0
5704,0
5705,1
5706,0
5707,1
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,1
5717,0
5718,0
5719,0
5720,1
5721,0
5722,0
5723,1
5724,0
5725,0
5726,0
5727,0
5728,0
5729,0
5730,0
5731,1
5732,0
5733,0
5734,1
5735,1
5736,0
5737,0
5738,0
5739,0
5740,1
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,1
5748,1
5749,0
5750,1
5751,0
5752,0
5753,0
5754,1
5755,0
5756,1
5757,0
5758,0
5759,1
5760,0
5761,0
5762,0
5763,1
5764,1
5765,1
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,0
5773,1
5774,1
5775,0
5776,0
5777,0
5778,0
5779,1
5780,0
5781,0
5782,0
5783,1
5784,0
5785,0
5786,1
5787,1
5788,0
5789,1
5790,0
5791,1
5792,1
5793,0
5794,0
5795,1
5796,0
